"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2025 QM10)","2025-Aug-31 15:32 ±    00:08","0.03728","0.03716","5.31","5.29","27.5","8.5 m -   19 m","0"
"(2025 QR12)","2025-Aug-31 15:53 ± < 00:01","0.03485","0.03481","6.59","6.58","23.8","47 m -  110 m","0"
"(2025 QT12)","2025-Aug-31 17:16 ± < 00:01","0.00347","0.00346","12.91","12.85","27.5","8.4 m -   19 m","0"
"(2025 QQ7)","2025-Aug-31 22:24 ± < 00:01","0.05996","0.05942","21.69","21.69","22.8","75 m -  170 m","0"
"(2025 PJ3)","2025-Sep-01 01:43 ± < 00:01","0.02016","0.02004","11.69","11.68","25.2","24 m -   54 m","0"
"(2025 QW19)","2025-Sep-01 05:12 ± < 00:01","0.00764","0.00763","4.74","4.67","28.4","5.7 m -   13 m","0"
"(2025 RK)","2025-Sep-01 06:37 ± < 00:01","0.02646","0.02642","12.16","12.15","24.8","29 m -   65 m","0"
"(2025 RC3)","2025-Sep-01 08:50 ±    00:09","0.03497","0.03470","12.06","12.05","24.8","29 m -   65 m","0"
"(2025 OE13)","2025-Sep-01 17:57 ± < 00:01","0.06855","0.06854","16.58","16.58","21.8","110 m -  250 m","0"
"(2025 QH16)","2025-Sep-02 02:13 ± < 00:01","0.01480","0.01476","8.31","8.29","27.0","11 m -   24 m","0"
"(2025 RE3)","2025-Sep-02 03:40 ±    00:03","0.06708","0.06591","7.69","7.68","26.0","17 m -   37 m","0"
"(2025 TR1)","2025-Sep-02 07:42 ± 1_07:58","0.03723","0.03457","9.40","9.39","24.9","28 m -   63 m","0"
"(2025 RV3)","2025-Sep-02 09:41 ±    00:05","0.01612","0.01605","5.05","5.02","26.6","12 m -   28 m","0"
"(2025 SC1)","2025-Sep-02 10:04 ±    00:09","0.06301","0.06203","8.11","8.11","26.2","15 m -   34 m","0"
"(2025 RB)","2025-Sep-02 10:57 ± < 00:01","0.04338","0.04321","14.76","14.75","26.6","13 m -   29 m","0"
"(2025 RO1)","2025-Sep-02 16:31 ± < 00:01","0.00199","0.00191","11.73","11.61","30.7","2.0 m -  4.4 m","0"
"(2025 RN1)","2025-Sep-02 21:12 ± < 00:01","0.00085","0.00082","13.20","12.96","30.5","2.1 m -  4.7 m","0"
"(2025 RF)","2025-Sep-02 22:13 ± < 00:01","0.01008","0.01006","22.96","22.94","26.4","14 m -   31 m","0"
"(2025 QG16)","2025-Sep-03 02:12 ± < 00:01","0.01661","0.01655","11.86","11.85","26.3","15 m -   33 m","0"
"(2025 RY6)","2025-Sep-03 02:54 ±    01:41","0.02452","0.02429","11.45","11.44","25.8","18 m -   41 m","0"
"(2025 QV5)","2025-Sep-03 11:10 ± < 00:01","0.00538","0.00538","6.21","6.13","27.4","8.6 m -   19 m","0"
"(2025 QD8)","2025-Sep-03 14:58 ± < 00:01","0.00146","0.00146","12.79","12.65","26.1","16 m -   36 m","2"
"(2025 RA)","2025-Sep-03 16:34 ± < 00:01","0.04786","0.04784","5.87","5.86","25.5","21 m -   47 m","0"
"(2025 QN)","2025-Sep-03 16:47 ±    00:01","0.07674","0.07643","8.31","8.30","24.7","30 m -   68 m","0"
"(2025 QM6)","2025-Sep-03 17:50 ± < 00:01","0.02802","0.02784","10.04","10.03","24.0","42 m -   94 m","0"
"(2025 PF3)","2025-Sep-03 17:54 ± < 00:01","0.04185","0.04162","6.94","6.93","26.0","17 m -   37 m","0"
"(2025 RM1)","2025-Sep-03 18:26 ± < 00:01","0.00069","0.00069","12.56","12.24","24.7","31 m -   69 m","3"
"(2025 RU1)","2025-Sep-03 22:21 ± < 00:01","0.00449","0.00449","7.28","7.20","27.8","7.4 m -   17 m","0"
"(2025 QE20)","2025-Sep-03 23:32 ±    00:24","0.08265","0.08167","14.89","14.89","24.3","37 m -   82 m","0"
"(2025 RE)","2025-Sep-04 02:42 ± < 00:01","0.01577","0.01572","10.23","10.21","27.1","10 m -   23 m","0"
"(2025 QZ13)","2025-Sep-04 10:19 ±    00:13","0.07642","0.07558","14.47","14.47","24.1","39 m -   88 m","0"
"(2025 SR1)","2025-Sep-04 11:03 ±    00:03","0.06438","0.06387","15.80","15.79","23.4","56 m -  120 m","0"
"(2025 QU8)","2025-Sep-04 11:53 ± < 00:01","0.08882","0.08856","7.29","7.29","25.2","24 m -   53 m","0"
"(2025 QV11)","2025-Sep-04 13:11 ± < 00:01","0.04135","0.04092","11.39","11.38","25.4","22 m -   49 m","0"
"(2025 RA1)","2025-Sep-04 13:37 ± < 00:01","0.02255","0.02245","12.33","12.32","25.7","19 m -   43 m","0"
"(2025 SJ6)","2025-Sep-04 19:01 ±    00:01","0.09991","0.09861","14.33","14.33","22.9","69 m -  160 m","0"
"(2025 RE4)","2025-Sep-04 19:42 ±    00:07","0.05909","0.05675","9.41","9.41","26.7","12 m -   27 m","0"
"(2025 OX12)","2025-Sep-04 22:07 ± < 00:01","0.05878","0.05877","9.63","9.63","22.9","69 m -  150 m","0"
"(2025 RR1)","2025-Sep-05 14:52 ± < 00:01","0.01697","0.01695","15.38","15.37","23.4","56 m -  120 m","1"
"(2025 OG1)","2025-Sep-05 16:46 ±    01:41","0.03710","0.03658","4.18","4.16","25.1","26 m -   58 m","0"
"(2025 QB21)","2025-Sep-06 00:04 ± < 00:01","0.00419","0.00419","5.76","5.65","26.4","14 m -   31 m","0"
"(2025 MR92)","2025-Sep-06 04:23 ± < 00:01","0.06666","0.06665","9.91","9.91","22.6","79 m -  180 m","0"
"(2025 QL15)","2025-Sep-06 07:04 ± < 00:01","0.05220","0.05188","8.88","8.88","25.8","19 m -   42 m","0"
"(2025 RC5)","2025-Sep-06 12:48 ±    00:08","0.08702","0.08609","8.12","8.12","24.5","33 m -   74 m","0"
"(2025 RF6)","2025-Sep-06 13:21 ±    00:06","0.03383","0.03328","8.75","8.74","26.7","12 m -   27 m","0"
"(2025 RF4)","2025-Sep-07 03:49 ±    00:24","0.01567","0.01551","10.11","10.10","26.6","13 m -   29 m","0"
"(2025 SF7)","2025-Sep-07 04:11 ±    00:18","0.04212","0.04161","11.02","11.01","25.2","24 m -   54 m","0"
"(2025 RT1)","2025-Sep-07 09:41 ± < 00:01","0.04726","0.04671","14.95","14.95","23.7","47 m -  110 m","0"
"(2025 SD)","2025-Sep-07 19:25 ±    00:02","0.03587","0.03559","7.03","7.02","27.6","8.2 m -   18 m","0"
"(2025 RO4)","2025-Sep-07 23:18 ±    00:07","0.03735","0.03694","7.94","7.93","26.1","16 m -   36 m","0"
"(2025 QB12)","2025-Sep-08 00:24 ±    00:09","0.05721","0.05663","8.15","8.14","25.9","18 m -   39 m","0"
"(2025 QJ2)","2025-Sep-08 01:32 ± < 00:01","0.09352","0.09343","6.39","6.39","24.9","28 m -   62 m","0"
"(2025 RM3)","2025-Sep-09 02:26 ±    00:30","0.08052","0.07975","6.92","6.91","23.8","47 m -  100 m","0"
"(2025 SM29)","2025-Sep-09 13:06 ±    00:15","0.09194","0.09048","8.58","8.58","24.5","34 m -   76 m","0"
"(2019 JG1)","2025-Sep-09 15:01 ±    00:38","0.04823","0.04822","7.90","7.90","26.6","13 m -   28 m","0"
"(2025 SO)","2025-Sep-09 15:02 ± < 00:01","0.04017","0.03985","21.96","21.96","24.1","40 m -   90 m","0"
"(2025 RW1)","2025-Sep-09 15:33 ± < 00:01","0.03206","0.03192","19.19","19.19","24.6","32 m -   72 m","0"
"(2025 RA3)","2025-Sep-10 00:29 ± < 00:01","0.01347","0.01341","9.88","9.86","25.5","21 m -   46 m","0"
"(2025 RH3)","2025-Sep-10 03:56 ±    00:03","0.01798","0.01772","13.13","13.12","26.3","15 m -   33 m","0"
"(2025 SH6)","2025-Sep-10 07:34 ±    00:01","0.00870","0.00869","2.10","1.95","28.8","4.6 m -   10 m","0"
"(2025 QV9)","2025-Sep-10 13:29 ± < 00:01","0.01343","0.01343","4.61","4.57","25.1","26 m -   58 m","0"
"(2025 SA)","2025-Sep-10 15:04 ±    00:05","0.01884","0.01868","15.04","15.03","25.4","23 m -   50 m","0"
"(2025 SM)","2025-Sep-10 18:21 ± < 00:01","0.02189","0.02182","9.89","9.88","24.1","40 m -   89 m","0"
"(2025 RZ1)","2025-Sep-10 20:09 ± < 00:01","0.03570","0.03558","6.47","6.45","25.8","19 m -   42 m","0"
"(2025 PX2)","2025-Sep-10 23:28 ± < 00:01","0.08956","0.08954","6.17","6.16","24.3","37 m -   82 m","0"
"(2025 SB1)","2025-Sep-11 06:34 ± < 00:01","0.03425","0.03404","7.27","7.26","26.1","16 m -   36 m","0"
"(2025 RK2)","2025-Sep-11 10:38 ± < 00:01","0.00924","0.00921","8.11","8.07","26.4","14 m -   31 m","0"
"(2025 QL7)","2025-Sep-11 13:49 ± < 00:01","0.03896","0.03883","10.29","10.28","24.1","40 m -   89 m","0"
"(2025 QJ17)","2025-Sep-11 14:30 ± < 00:01","0.04343","0.04328","5.80","5.79","25.6","20 m -   44 m","0"
"(2025 RR)","2025-Sep-11 14:39 ± < 00:01","0.02904","0.02875","22.39","22.39","24.5","34 m -   75 m","0"
"(2009 FF)","2025-Sep-11 17:31 ± < 00:01","0.01747","0.01747","12.93","12.91","21.9","110 m -  240 m","1"
"(2025 RU)","2025-Sep-11 17:55 ± < 00:01","0.02138","0.02114","18.64","18.63","25.4","23 m -   50 m","0"
"(2025 QO1)","2025-Sep-11 19:05 ± < 00:01","0.02220","0.02219","13.59","13.58","23.2","61 m -  140 m","1"
"(2025 QX11)","2025-Sep-11 20:03 ± < 00:01","0.06078","0.06063","7.14","7.14","24.6","32 m -   71 m","0"
"(2025 QL11)","2025-Sep-12 04:34 ±    00:01","0.01563","0.01559","5.41","5.38","26.7","12 m -   27 m","0"
"(2025 QX9)","2025-Sep-12 08:21 ±    02:31","0.04533","0.04479","3.05","3.03","26.7","12 m -   28 m","0"
"(2025 QL17)","2025-Sep-12 10:54 ±    00:17","0.06001","0.05790","10.70","10.70","25.3","23 m -   51 m","0"
"(2025 SN1)","2025-Sep-12 16:03 ±    00:02","0.01254","0.01241","10.00","9.98","27.0","11 m -   24 m","0"
"(2025 RQ2)","2025-Sep-12 16:27 ±    00:03","0.00383","0.00381","12.80","12.74","26.6","13 m -   28 m","0"
"(2025 RW14)","2025-Sep-12 20:14 ± < 00:01","0.00065","0.00063","9.04","8.57","31.6","1.3 m -  2.8 m","0"
"(2025 RQ7)","2025-Sep-12 23:07 ± < 00:01","0.00309","0.00308","9.62","9.53","27.2","9.8 m -   22 m","0"
"(2015 SA)","2025-Sep-13 02:45 ±    05:47","0.02631","0.01897","9.05","9.04","25.3","23 m -   52 m","0"
"(2025 RV2)","2025-Sep-13 05:43 ± < 00:01","0.03909","0.03887","8.26","8.25","26.4","14 m -   31 m","0"
"(2025 SL7)","2025-Sep-13 07:22 ±    00:20","0.04952","0.04916","3.54","3.53","26.6","13 m -   29 m","0"
"(2025 RM2)","2025-Sep-13 11:15 ± < 00:01","0.00227","0.00227","12.44","12.34","28.1","6.4 m -   14 m","0"
"(2022 SS2)","2025-Sep-13 15:22 ± 3_03:06","0.00609","0.00475","7.22","7.16","27.2","9.8 m -   22 m","0"
"(2025 RN4)","2025-Sep-13 15:23 ± < 00:01","0.00044","0.00044","5.27","3.96","28.5","5.3 m -   12 m","1"
"(2025 SJ2)","2025-Sep-13 16:47 ± < 00:01","0.02039","0.02036","7.52","7.50","26.6","13 m -   28 m","0"
"(2025 SV1)","2025-Sep-13 18:08 ±    00:07","0.08409","0.08372","4.75","4.75","25.3","23 m -   52 m","0"
"(2025 SJ)","2025-Sep-13 18:11 ± < 00:01","0.03920","0.03904","6.89","6.88","25.8","18 m -   41 m","0"
"(2025 QA10)","2025-Sep-13 23:24 ± < 00:01","0.06776","0.06753","8.27","8.27","25.2","24 m -   54 m","0"
"(2025 QV6)","2025-Sep-14 00:06 ± < 00:01","0.04634","0.04628","6.86","6.85","24.7","30 m -   68 m","0"
"(2025 SB)","2025-Sep-14 00:51 ± < 00:01","0.01344","0.01340","9.56","9.54","26.5","13 m -   30 m","0"
"(2025 QR1)","2025-Sep-14 01:35 ± < 00:01","0.05045","0.05042","8.75","8.74","21.8","120 m -  260 m","1"
"(2025 RO2)","2025-Sep-14 02:11 ± < 00:01","0.00319","0.00318","13.75","13.69","25.6","20 m -   46 m","1"
"(2025 RN2)","2025-Sep-14 03:05 ± < 00:01","0.03081","0.03070","16.35","16.34","24.0","41 m -   92 m","0"
"(2025 QD2)","2025-Sep-14 05:28 ± < 00:01","0.06092","0.06087","5.65","5.64","25.4","22 m -   50 m","0"
"(2025 RY2)","2025-Sep-14 06:09 ±    00:02","0.02457","0.02437","4.25","4.23","26.3","14 m -   32 m","0"
"(2025 RJ)","2025-Sep-14 06:57 ± < 00:01","0.07593","0.07538","11.74","11.73","24.3","37 m -   82 m","0"
"(2025 SQ10)","2025-Sep-14 13:29 ±    00:03","0.04607","0.04564","15.80","15.79","22.6","79 m -  180 m","0"
"(2025 SN2)","2025-Sep-14 14:27 ±    00:10","0.00349","0.00348","11.79","11.72","28.2","6.0 m -   13 m","0"
"(2025 RK5)","2025-Sep-14 18:30 ±    00:05","0.06240","0.06165","5.15","5.14","25.7","19 m -   43 m","0"
"(2023 SP2)","2025-Sep-14 20:51 ± 2_18:31","0.07551","0.06866","3.36","3.35","28.2","6.0 m -   13 m","0"
"(2025 RA6)","2025-Sep-15 00:17 ±    00:17","0.03804","0.03760","7.03","7.02","27.0","10 m -   23 m","0"
"(2025 SP1)","2025-Sep-15 04:38 ±    00:02","0.09547","0.09355","34.70","34.70","24.3","37 m -   83 m","0"
"(2025 SR)","2025-Sep-15 06:39 ± < 00:01","0.04526","0.04509","14.43","14.43","25.5","21 m -   48 m","0"
"(2025 SC3)","2025-Sep-15 17:32 ±    00:01","0.00877","0.00875","12.54","12.51","27.5","8.5 m -   19 m","0"
"(2025 RP3)","2025-Sep-15 18:53 ± < 00:01","0.00081","0.00081","10.78","10.47","29.7","3.1 m -  6.8 m","0"
"(2025 RJ2)","2025-Sep-15 20:18 ± < 00:01","0.00201","0.00201","5.43","5.18","29.8","2.9 m -  6.5 m","0"
"(2025 RD2)","2025-Sep-16 00:43 ± < 00:01","0.00750","0.00750","6.12","6.06","26.9","11 m -   24 m","0"
"(2025 RZ2)","2025-Sep-16 01:46 ± < 00:01","0.00136","0.00136","19.00","18.89","26.0","17 m -   38 m","2"
"(2025 SJ12)","2025-Sep-16 02:26 ± < 00:01","0.01142","0.01135","13.49","13.48","28.1","6.2 m -   14 m","0"
"(2025 SQ1)","2025-Sep-16 12:00 ±    00:02","0.07985","0.07915","10.55","10.55","25.6","20 m -   44 m","0"
"(2025 SB9)","2025-Sep-16 16:22 ±    00:05","0.00448","0.00379","10.35","10.29","30.1","2.5 m -  5.6 m","0"
"(2025 SX1)","2025-Sep-16 18:12 ±    00:07","0.00084","0.00084","10.86","10.57","28.4","5.7 m -   13 m","1"
"(2025 QK9)","2025-Sep-16 19:39 ±    00:01","0.01066","0.01059","8.41","8.38","24.1","39 m -   88 m","1"
"(2025 SG2)","2025-Sep-16 20:06 ± < 00:01","0.04014","0.03995","8.86","8.85","25.7","19 m -   43 m","0"
"(2025 SU)","2025-Sep-16 22:47 ± < 00:01","0.00179","0.00179","10.26","10.12","28.4","5.5 m -   12 m","0"
"(2025 SS14)","2025-Sep-17 00:33 ±    00:05","0.04000","0.03952","11.13","11.12","25.5","21 m -   48 m","0"
"(2025 ST7)","2025-Sep-17 07:57 ± < 00:01","0.02734","0.02725","10.34","10.33","26.5","14 m -   30 m","0"
"(2025 SW3)","2025-Sep-17 12:40 ± < 00:01","0.05413","0.05379","8.12","8.11","25.6","20 m -   44 m","0"
"(2025 SA2)","2025-Sep-17 22:58 ± < 00:01","0.03917","0.03903","7.06","7.05","27.0","10 m -   23 m","0"
"(2025 RT3)","2025-Sep-18 00:38 ±    00:03","0.00683","0.00678","15.10","15.08","27.2","9.9 m -   22 m","0"
"(2025 SC)","2025-Sep-18 03:41 ± < 00:01","0.00311","0.00311","3.21","2.93","30.1","2.5 m -  5.7 m","0"
"(2025 SZ20)","2025-Sep-18 06:43 ±    00:04","0.05252","0.05212","8.99","8.98","26.0","17 m -   37 m","0"
"(2025 SP4)","2025-Sep-18 06:54 ± < 00:01","0.04620","0.04579","21.74","21.73","23.8","46 m -  100 m","0"
"(2025 FA22)","2025-Sep-18 07:42 ± < 00:01","0.00563","0.00563","10.79","10.74","21.6","120 m -  280 m","3"
"(2025 RC2)","2025-Sep-18 09:25 ± < 00:01","0.01080","0.01074","18.56","18.54","26.4","14 m -   32 m","0"
"(2025 RB6)","2025-Sep-18 13:37 ±    00:25","0.09361","0.09117","6.27","6.26","26.4","14 m -   32 m","0"
"(2010 WU8)","2025-Sep-18 19:02 ±    13:51","0.06232","0.04933","6.98","6.98","24.2","38 m -   86 m","0"
"(2025 SZ2)","2025-Sep-18 23:41 ± < 00:01","0.03419","0.03404","12.34","12.34","25.5","21 m -   47 m","0"
"(2025 RP2)","2025-Sep-19 03:39 ± < 00:01","0.02894","0.02885","7.74","7.73","25.4","22 m -   49 m","0"
"(2025 SZ1)","2025-Sep-19 05:23 ± < 00:01","0.00834","0.00833","11.22","11.19","26.5","13 m -   30 m","0"
"(2025 RS)","2025-Sep-19 07:02 ± < 00:01","0.08857","0.08850","18.12","18.12","23.4","55 m -  120 m","0"
"(2023 SA3)","2025-Sep-19 08:43 ± 6_19:15","0.07113","0.02305","14.48","14.48","23.6","50 m -  110 m","0"
"(2025 SX2)","2025-Sep-19 08:59 ± < 00:01","0.00951","0.00950","6.43","6.38","26.1","16 m -   36 m","0"
"(2025 RL2)","2025-Sep-19 09:00 ± < 00:01","0.00145","0.00145","9.66","9.47","26.0","17 m -   37 m","2"
"(2025 SY1)","2025-Sep-19 10:24 ± < 00:01","0.00038","0.00038","7.85","6.91","31.7","1.2 m -  2.8 m","0"
"(2025 RW3)","2025-Sep-19 19:29 ± < 00:01","0.01068","0.01063","15.10","15.08","27.3","9.2 m -   21 m","0"
"(2025 SL2)","2025-Sep-19 20:57 ± < 00:01","0.04716","0.04697","14.39","14.38","25.6","20 m -   46 m","0"
"(2025 SD1)","2025-Sep-20 00:30 ±    05:44","0.05153","0.05111","5.90","5.89","26.3","14 m -   32 m","0"
"(2025 RD4)","2025-Sep-20 02:34 ± < 00:01","0.01627","0.01618","19.30","19.30","26.4","14 m -   31 m","0"
"(2021 TV2)","2025-Sep-20 02:52 ± < 00:01","0.07647","0.07647","9.50","9.50","24.1","41 m -   92 m","0"
"(2015 FU117)","2025-Sep-20 03:50 ±    00:03","0.08690","0.08689","6.61","6.60","24.4","35 m -   77 m","0"
"(2025 SH2)","2025-Sep-20 09:19 ±    00:03","0.02820","0.02800","14.17","14.17","26.2","15 m -   34 m","0"
"(2025 SQ4)","2025-Sep-20 11:01 ± < 00:01","0.00659","0.00658","8.61","8.57","26.4","14 m -   32 m","0"
"(2025 RX2)","2025-Sep-20 13:28 ± < 00:01","0.05445","0.05399","11.83","11.83","24.3","37 m -   83 m","0"
"(2022 LK1)","2025-Sep-20 18:52 ± < 00:01","0.05891","0.05891","13.78","13.77","23.2","62 m -  140 m","0"
"(2025 SV10)","2025-Sep-20 23:06 ±    00:18","0.07382","0.07291","9.11","9.11","25.2","25 m -   55 m","0"
"(2025 ST1)","2025-Sep-21 00:45 ± < 00:01","0.01247","0.01243","8.05","8.02","27.4","8.9 m -   20 m","0"
"(2025 QT4)","2025-Sep-21 05:07 ±    00:01","0.09348","0.09338","7.02","7.02","24.8","29 m -   65 m","0"
"(2025 SY2)","2025-Sep-21 05:46 ± < 00:01","0.08010","0.07978","11.39","11.39","23.4","55 m -  120 m","0"
"(2025 SX3)","2025-Sep-21 06:54 ± < 00:01","0.07139","0.07092","12.65","12.65","24.1","41 m -   91 m","0"
"(2025 SO1)","2025-Sep-21 08:57 ± < 00:01","0.02473","0.02466","11.37","11.36","25.5","22 m -   48 m","0"
"(2025 SN4)","2025-Sep-21 11:40 ± < 00:01","0.00482","0.00481","10.65","10.60","25.5","21 m -   47 m","1"
"(2025 SD5)","2025-Sep-21 13:43 ± < 00:01","0.00561","0.00560","6.52","6.45","27.3","9.2 m -   21 m","0"
"(2025 RE6)","2025-Sep-21 15:33 ±    00:11","0.01391","0.01342","13.39","13.38","28.1","6.3 m -   14 m","0"
"(2025 SC5)","2025-Sep-21 18:58 ± < 00:01","0.00760","0.00759","12.88","12.86","23.8","46 m -  100 m","1"
"(2025 PJ1)","2025-Sep-21 20:20 ± < 00:01","0.02971","0.02971","11.85","11.84","22.2","98 m -  220 m","1"
"(2025 RL7)","2025-Sep-22 00:47 ± < 00:01","0.05298","0.05233","15.01","15.00","25.9","18 m -   40 m","0"
"(2025 SK3)","2025-Sep-22 03:19 ± < 00:01","0.01706","0.01702","8.61","8.59","27.1","10 m -   23 m","0"
"(2025 ST5)","2025-Sep-22 03:55 ±    00:01","0.03583","0.03566","12.98","12.98","25.4","22 m -   49 m","0"
"(2024 TL10)","2025-Sep-22 05:29 ± < 00:01","0.09658","0.09658","4.07","4.06","24.5","33 m -   74 m","0"
"(2025 SV5)","2025-Sep-22 07:17 ± < 00:01","0.00444","0.00442","15.15","15.11","28.4","5.5 m -   12 m","0"
"(2025 SF4)","2025-Sep-22 07:51 ± < 00:01","0.04203","0.04192","8.20","8.19","24.7","31 m -   69 m","0"
"(2025 SK22)","2025-Sep-22 07:52 ±    00:03","0.02516","0.02498","8.11","8.10","26.4","14 m -   31 m","0"
"(2025 SM1)","2025-Sep-22 09:25 ± < 00:01","0.07121","0.07082","16.09","16.09","24.4","36 m -   80 m","0"
"(2025 SG4)","2025-Sep-22 14:14 ± < 00:01","0.04761","0.04734","10.36","10.35","25.0","27 m -   60 m","0"
"(2025 SB29)","2025-Sep-22 15:46 ±    00:02","0.03079","0.03069","7.71","7.70","25.6","20 m -   44 m","0"
"(2025 RO3)","2025-Sep-22 17:21 ± < 00:01","0.02336","0.02322","16.82","16.81","25.1","25 m -   57 m","0"
"(2025 ST4)","2025-Sep-22 19:50 ± < 00:01","0.00058","0.00058","11.73","11.34","29.0","4.2 m -  9.4 m","0"
"(2025 SD29)","2025-Sep-22 21:23 ±    00:19","0.08693","0.08604","8.65","8.65","25.3","23 m -   51 m","0"
"(2025 SM5)","2025-Sep-23 00:34 ± < 00:01","0.03252","0.03233","14.29","14.29","24.6","33 m -   73 m","0"
"(2008 TD2)","2025-Sep-23 01:37 ± < 00:01","0.06896","0.06896","7.02","7.01","22.0","110 m -  240 m","0"
"(2022 SW12)","2025-Sep-23 01:38 ± < 00:01","0.03838","0.03838","17.62","17.62","21.1","160 m -  350 m","1"
"(2021 TZ2)","2025-Sep-23 03:15 ± 2_21:32","0.07598","0.03049","10.39","10.39","24.8","30 m -   67 m","0"
"(2025 SL22)","2025-Sep-23 06:40 ±    00:03","0.00852","0.00850","4.78","4.71","28.7","4.9 m -   11 m","0"
"(2025 SP3)","2025-Sep-23 07:33 ± < 00:01","0.00274","0.00274","12.34","12.26","28.6","5.0 m -   11 m","0"
"(2025 SR7)","2025-Sep-23 12:56 ± < 00:01","0.00928","0.00926","12.35","12.33","26.0","17 m -   37 m","0"
"(2025 SL12)","2025-Sep-23 16:11 ±    00:05","0.06819","0.06719","8.14","8.14","25.8","19 m -   41 m","0"
"(2018 QT1)","2025-Sep-23 17:40 ± < 00:01","0.03364","0.03364","12.65","12.65","22.1","100 m -  220 m","1"
"(2025 SZ4)","2025-Sep-23 18:46 ± < 00:01","0.01265","0.01264","17.06","17.05","23.9","44 m -   98 m","1"
"(2025 SO15)","2025-Sep-23 19:27 ± < 00:01","0.01918","0.01911","6.68","6.65","27.3","9.1 m -   20 m","0"
"(2025 SK12)","2025-Sep-23 19:37 ± < 00:01","0.00201","0.00200","15.33","15.24","28.9","4.4 m -  9.9 m","0"
"(2025 SR3)","2025-Sep-23 20:05 ± < 00:01","0.04288","0.04276","24.16","24.15","23.6","51 m -  110 m","0"
"(2025 SV4)","2025-Sep-23 20:52 ± < 00:01","0.00154","0.00153","7.37","7.13","30.0","2.6 m -  5.9 m","0"
"(2021 RN16)","2025-Sep-23 22:07 ± 5_14:26","0.02592","0.00131","8.81","8.80","28.4","5.5 m -   12 m","0"
"(2025 SM2)","2025-Sep-23 23:06 ± < 00:01","0.01686","0.01679","13.18","13.17","26.6","13 m -   29 m","0"
"(2025 SU7)","2025-Sep-24 01:00 ± < 00:01","0.00048","0.00048","9.38","8.77","30.9","1.8 m -  4.0 m","0"
"(2025 SJ15)","2025-Sep-24 04:50 ±    00:01","0.05197","0.05176","8.18","8.18","24.6","32 m -   71 m","0"
"(2025 SM6)","2025-Sep-24 07:46 ± < 00:01","0.01134","0.01132","14.28","14.26","26.4","14 m -   32 m","0"
"(2025 SU4)","2025-Sep-24 08:34 ± < 00:01","0.00015","0.00015","9.18","6.98","31.8","1.1 m -  2.6 m","0"
"(2025 SR10)","2025-Sep-24 18:20 ± < 00:01","0.01398","0.01396","7.30","7.28","26.6","12 m -   28 m","0"
"(2025 TJ1)","2025-Sep-24 18:21 ±    00:18","0.04116","0.04056","18.71","18.70","24.5","34 m -   76 m","0"
"(2025 SX)","2025-Sep-24 19:54 ± < 00:01","0.03823","0.03809","5.05","5.04","26.7","12 m -   27 m","0"
"(2025 SD15)","2025-Sep-24 21:29 ± < 00:01","0.01643","0.01633","15.79","15.77","25.4","22 m -   48 m","0"
"(2025 SN15)","2025-Sep-24 21:52 ± < 00:01","0.00692","0.00690","12.77","12.74","26.3","15 m -   33 m","0"
"(2025 SP10)","2025-Sep-25 00:09 ±    00:01","0.03211","0.03190","11.35","11.34","25.6","20 m -   45 m","0"
